DATE,SEASON,AVY_DANGER,AVY_CHARACTER,WET_DANGER,DRY_DANGER,WET_LOOSE,WET_SLAB,WIND_SLAB,STORM_SLAB,CORNICE_FALL,PERSISTENT_SLAB,DEEP_SLAB,DRY_LOOSE,GLIDE_AVALANCHE,LONG_SLIDING_FALL,AWND,PGTM,PRCP,PRCP_ATTRIBUTES,PSUN,SNOW,FIVE_DAY_SNOWFALL,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_SWING,TMAX_SWING_FROM_AVE,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,SKY CONDITION,PRECIP TYPE/RATE,FORM/SIZE,HN24_CM,HW in Tube (MM),H24W in Can (MM),DENSITY (KG/M3),HST (CM),HS_CM,SETTLEMENT/MELT,Surf Temp (C),T-10 (C),T-20 (C),CURRENT TEMP,X24_HR_MAX,24HRMAX_SWING,24 HR MIN
2/9/15,2014/2015,3,DRY,0,3,0,0,3,0,0,0,0,3,0,N,17.9,,0.25,",,W,2400",,3.2,14.2,",,W,",14.2,",,W,",16,8,10.2,",,W",0,",,W",,,180,",,W",34,",,W",OVC,s-1,st2-3,16,11,9,69,,158,1,-5,-11,-10,-12,-10,4,-16
2/10/15,2014/2015,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,29.75,,0,"T,,W,2400",,0,12.8,"T,,W,",16.1,",,W,",19,3,12.8,",,W",8,",,W",,,340,",,W",59.9,",,W",OVC,s-1,st2,5,3.5,,70,22,155,8,-9,-11,-10,-11,-11,-1,-13.5
2/11/15,2014/2015,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,12.75,,0,",,W,2400",,0,11,",,W,",16.1,",,W,",30,11,22,",,W",13,",,W",,,360,",,W",38,",,W",CLR,,,0.5,,1,,0.5,152,3.5,-19,-15,-12,-17.5,-4,7,-19
2/12/15,2014/2015,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,32.21,,0.11,",,W,2400",,2.2,11.1,",,W,",16.1,",,W,",14,-16,-0.8,",,W",-16,",,W",,,320,",,W",50.1,",,W",X,S-1,nd1-2,0.3,,0.1,,,150,2.3,-8,-11,-11,-8.5,-5.5,-1.5,-17
2/13/15,2014/2015,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,55.92,,0.05,",,W,2400",,0.5,5.9,",,W,",18.1,",,W,",-10,-24,-27.4,",,W",-25,",,W",,,330,",,W",89,",,W",CLR,,,4,3.5,,,6,152,2,-25,-18,-14,-25,-7,-1.5,-25
2/14/15,2014/2015,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,31.54,,0.09,",,W,2400",,1.3,4,",,W,",16.9,",,W,",-1,9,-14.8,",,W",-15,",,W",,,230,",,W",52.1,",,W",BKN,,,2,0.4,,,2,149,5,-13,-17,-17,-18,-18,-11,-26
2/15/15,2014/2015,4,DRY,0,4,0,0,4,0,0,0,0,0,0,N,55.92,,0.1,",,W,2400",,0.9,4.9,",,W,",18.9,",,W,",0,1,-10.4,",,W",-35,",,W",,,340,",,W",104.9,",,W",OVC,,,7.25,7,6,97,6.25,151,5,-14,-13,-12,-16,-16,2,-17
2/16/15,2014/2015,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,91.27,,0,",,W,2400",,0,4.9,",,W,",18.1,",,W,",-4,-4,-10.6,",,W",-35,",,W",,,340,",,W",140.9,",,W",CLR,,,0,,1.4,,0,150,1,-20,-18,-13,-23,-18,-2,-28
2/17/15,2014/2015,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,16.11,,0.01,",,W,2400",,0.2,2.9,",,W,",18.1,",,W,",2,6,2.2,",,W",-6,",,W",,,330,",,W",45,",,W",CLR,,,0,,,,0,142,8,-12,-15,-13,-16,-15,3,-24
2/18/15,2014/2015,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,22.82,,0.18,",,W,2400",,2.7,5.1,",,W,",18.1,",,W,",4,2,6.6,",,W",-7,",,W",,,170,",,W",47,",,W",CLR,,,0,,0,,0,141,1,-12,-17,-15,-20,-13,2,-20
2/19/15,2014/2015,4,DRY,0,4,0,0,4,0,0,0,0,4,0,N,28.19,,0.35,",,W,2400",,5.2,9,",,W,",18.9,",,W,",3,-1,2.8,",,W",-23,",,W",,,300,",,W",51,",,W",SCT,,,35.5,11.7,9.6,33,34.5,178,-1.5,-10,-13,-14,-13,-8,5,-14
2/20/15,2014/2015,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,63.08,,0,",,W,2400",,0,8.1,",,W,",20.1,",,W,",-15,-18,-16,",,W",-26,",,W",,,310,",,W",98,",,W",SCT,,,9.5,5.3,3.6,56,10,170,17.5,-25,-25,-24,-25,-9,-1,-25
2/21/15,2014/2015,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,43.84,,0.44,",,W,2400",,5.2,13.3,",,W,",18.9,",,W,",8,23,10,",,W",-17,",,W",,,230,",,W",74,",,W",CLR,,,,,,,,163,8,-12,-17,-15,-15,-25,-16,-15
2/22/15,2014/2015,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,40.94,,0.14,",,W,2400",,1.4,14.5,",,W,",16.9,",,W,",16,8,15.6,",,W",4,",,W",,,270,",,W",72,",,W",BKN,,,,12,2,96,,160,15.5,-8,-10,-10,-8,-8,17,-16
2/23/15,2014/2015,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,71.36,,0.17,",,W,2400",,1.8,13.6,",,W,",16.9,",,W,",4,-12,0.8,",,W",-35,",,W",,,300,",,W",98,",,W",OVC,s-1,sd0.5-1,4.5,2,1,44,,160,4.5,-15,-12,-12,-19,-5,3,-19
2/24/15,2014/2015,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,46.53,,0,",,W,2400",,0,8.4,",,W,",15,",,W,",1,-3,-2.2,",,W",-32,",,W",,,310,",,W",83,",,W",CLR,,,,,0.2,,,156,7,-23,-21,-16,-24,-18,-13,-28
2/25/15,2014/2015,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,45.41,,0.08,",,W,2400",,0.7,9.1,",,W,",14.2,",,W,",-1,-2,-3.8,",,W",-14,",,W",,,300,",,W",78.1,",,W",BKN,,,,,,,,152,4,-13,-14,-14,-13,-13,5,-26
2/26/15,2014/2015,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,34.45,,0.01,",,W,2400",,0.3,4.2,",,W,",14.2,",,W,",5,6,-0.6,",,W",-15,",,W",,,310,",,W",70,",,W",OVC,,,,,,,,150,2,-17,-17,-14,-20,-12,1,-20
2/27/15,2014/2015,2,DRY,0,2,0,0,2,0,0,2,0,0,0,N,34,,0,",,W,2400",,0,2.8,"T,,W,",14.2,",,W,",-5,-10,-10,",,W",-13,",,W",,,300,",,W",49,",,W",BKN,,,,,,,,148,2,-19,-18,-14,-22,-14,-2,-22
2/28/15,2014/2015,2,DRY,0,2,0,0,2,0,0,2,0,0,0,N,30.87,,0,",,W,2400",,0,1,",,W,",14.2,",,W,",4,9,3.2,",,W",-11,",,W",,,310,",,W",46.1,",,W",CLR,,,,,,,,147,1,-20,-19,-16,-17,-17,-3,-22
3/1/15,2014/2015,,,0,0,,,,,,,,,,,34.45,,0.03,",,W,2400",,0.9,1.9,",,W,",14,",,Z,",11,7,10.2,",,W",0,",,W",,,290,",,W",57.9,",,W",CLR,,,,,,,,145,2,-10,-15,-15,-17,-5,12,-17
3/2/15,2014/2015,,,0,0,,,,,,,,,,,66.21,,0.48,",,W,2400",,2.9,4.1,",,W,",15,",,W,",5,-6,2.2,",,W",-12,",,W",,,310,",,W",112.1,",,W",OVC,,,3,,,,,146,2,-5,-10,-9,-11,-6,-1,-16
3/3/15,2014/2015,,,0,0,,,,,,,,,,,52.79,,0.47,",,W,2400",,3.5,7.3,",,W,",15,",,W,",19,14,15,",,W",-13,",,W",,,260,",,W",106,",,W",CLR,,,7,6,2.9,86,9,154,-1,-15,-13,-10,-17,-10,-4,-18
3/4/15,2014/2015,,,0,0,,,,,,,,,,,65.54,,0.04,",,W,2400",,0.4,7.7,",,W,",16.1,",,W,",16,-3,9.2,",,W",3,",,W",,,260,",,W",106.9,",,W",X,,,4,9.5,4.2,237,4,157,1,-7,-7,-8,-6,-5,5,-16
3/5/15,2014/2015,,,0,0,,,,,,,,,,,51.9,,0.15,",,W,2400",,0.9,8.6,",,W,",16.1,",,W,",4,-12,-7,",,W",-17,",,W",,,320,",,W",91,",,W",OVC,,,,,,,,155,2,-12,-10,-9,-15,-6,-1,-15
3/6/15,2014/2015,,,0,0,,,,,,,,,,,35.12,,0,",,W,2400",,0,7.7,",,W,",16.1,",,W,",-1,-5,-12,",,W",-17,",,W",,,330,",,W",57.9,",,W",CLR,,,,,,,,155,0,-19,-16,-13,-18,-16,-10,-23
3/7/15,2014/2015,,,0,0,,,,,,,,,,,39.15,,0.01,",,W,2400",,0.1,4.9,",,W,",16.1,",,W,",5,6,-3.6,",,W",-9,",,W",,,310,",,W",63.1,",,W",FEW,,,,,,,,152,3,-15,-15,-14,-15,-8,8,-18
3/8/15,2014/2015,,,0,0,,,,,,,,,,,35.12,,0.2,",,W,2400",,2.5,3.9,",,W,",16.1,",,W,",7,2,-1.6,",,W",0,",,W",,,290,",,W",65.1,",,W",CLR,,,,,,,,152,0,-10,-10,-10,-16,-7,1,-16
3/9/15,2014/2015,,,0,0,,,,,,,,,,,59.06,,0.27,",,W,2400",,2.9,6.4,",,W,",16.9,",,W,",12,5,5.8,",,W",2,",,W",,,300,",,W",89,",,W",OVC,s-1,sc2,3.5,1,0.4,29,,155,0.5,-7,-10,-11,-8,-5,2,-16
3/10/15,2014/2015,,,0,0,,,,,,,,,,,43.62,,0.02,",,W,2400",,0.4,5.9,",,W,",16.1,",,W,",28,16,22.6,",,W",11,",,W",,,310,",,W",82.1,",,W",BKN,,,2.5,2,1.4,80,5,155,2.5,-7,-10,-10,-7,-6,-1,-9
3/11/15,2014/2015,,,0,0,,,,,,,,,,,66.21,,0.07,",,W,2400",,0.7,6.6,",,W,",15,",,W,",28,0,17.8,",,W",12,",,W",,,310,",,W",104,",,W",FEW,,,,,,,,153,2,-1,-2,-5,1,6,12,-6
3/12/15,2014/2015,3,DRY,0,3,0,0,3,0,0,0,0,3,0,N,66.21,,0.23,",,W,2400",,2.4,8.9,",,W,",16.9,",,W,",13,-15,-3,",,W",-9,",,W",,,20,",,W",100,",,W",BKN,s-1,st/nd 1-2,7,7,6,100,,158,2,-11,-9,-7,-13,5,-1,-13
3/13/15,2014/2015,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,49.88,,0.01,",,W,2400",,0.3,6.7,",,W,",16.1,",,W,",16,3,-1.6,",,W",-9,",,W",,,330,",,W",91,",,W",CLR,,,,,,,5,155,3,-18,-13,-10,-14,,-5,
3/14/15,2014/2015,3,BOTH,3,3,3,3,3,0,0,0,0,0,0,N,32.66,,0.15,",,W,2400",,1.4,5.2,",,W,",16.1,",,W,",27,11,7.6,",,W",14,",,W",,,190,",,W",55,",,W",OVC,,,,,,,,153,2,-1,-6,-6,1,1,1,-14
3/15/15,2014/2015,3,DRY,0,3,0,0,3,0,0,0,0,3,0,N,38.48,,0.8,",,W,2400",,7.5,12.3,",,W,",16.9,",,W,",24,-3,1.6,",,W",-2,",,W",,,360,",,W",80.1,",,W",OVC,s-1,nd,5,12,12,240,5,156,2,-5,-3,-3,-2,-5,-6,10
3/16/15,2014/2015,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,37.58,,0,",,W,2400",,0,11.6,",,W,",18.9,",,W,",23,-1,1.4,",,W",3,",,W",,,350,",,W",67.1,",,W",CLR,,,7.5,6.25,,83,11.5,166,-2.5,-11,-9,-8,-11,-2,3,-11
3/17/15,2014/2015,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,53.91,,0.53,",,W,2400",,3.9,13.1,",,W,",18.9,",,W,",24,1,3.4,",,W",-10,",,W",,,350,",,W",123.9,",,W",X,s-1,sd1-2,0.5,,1.5,,,164,2.5,-4,-4,-4,-3.5,1.5,3.5,-10
3/18/15,2014/2015,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,84.78,,0.02,",,W,2400",,0.3,13.1,",,W,",18.1,",,W,",-9,-33,-31.8,",,W",-17,",,W",,,300,",,W",112.1,",,W",X,s-1,sd/nd1-2,6,12,10,200,,173,-1,-20,-10,-7,-20,-3,-4.5,-20
3/19/15,2014/2015,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,66.44,,0,",,W,2400",,0,11.7,",,W,",18.1,",,W,",5,14,-12.8,",,W",-17,",,W",,,310,",,W",102,",,W",,,,,,,,,,,,,,,,,
3/20/15,2014/2015,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,21.47,,0.01,",,W,2400",,0.3,4.5,",,W,",16.1,",,W,",20,15,6.6,",,W",2,",,W",,,260,",,W",42.1,",,W",,,,,,,,,,,,,,,,,
3/21/15,2014/2015,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,32.21,,0.45,",,W,2400",,5,9.5,",,W,",16.1,",,W,",21,1,8.4,",,W",-2,",,W",,,290,",,W",87.9,",,W",,,,,,,,,,,,,,,,,
3/22/15,2014/2015,3,DRY,0,3,0,0,3,0,0,0,0,3,0,N,81.42,,0.1,",,W,2400",,1,6.6,",,W,",16.1,",,W,",-1,-22,-13.2,",,W",-18,",,W",,,310,",,W",111,",,W",,,,,,,,,,,,,,,,,
3/23/15,2014/2015,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,58.61,,0.04,",,W,2400",,0.5,6.8,",,W,",15,",,W,",10,11,2.8,",,W",-23,",,W",,,290,",,W",113,",,W",,,,,,,,,,,,,,,,,
3/24/15,2014/2015,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,17.22,,0,",,W,2400",,0,6.8,",,W,",15,",,W,",15,5,4,",,W",7,",,W",,,320,",,W",42.1,",,W",CLR,,,2,,4.6,,8,173,,-16,-14,-11,-14,2,,-23
3/25/15,2014/2015,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,31.32,,0.02,",,W,2400",,0.3,6.8,",,W,",15,",,W,",26,11,13,",,W",9,",,W",,,230,",,W",79,",,W",CLR,,,,,,,,171,2,-13,-10,-8,-11,3,1,-15
3/26/15,2014/2015,2,BOTH,2,2,0,2,2,0,0,0,0,0,0,N,46.08,,0.4,",,W,2400",,3.1,4.9,",,W,",15,",,W,",29,3,14.8,",,W",17,",,W",,,290,",,W",85,",,W",X,,,,,,,,170,1,-1,-3,-4,0,6,3,-13
3/27/15,2014/2015,3,DRY,0,3,0,0,3,3,0,0,0,0,0,N,23.04,,0.04,",,W,2400",,0.9,4.8,",,W,",16.9,",,W,",22,-7,6.2,",,W",11,",,W",,,320,",,W",46.1,",,W",OVC,s-1,sd1-1.5,6,9,,150,,175,1,-3,-2,-2,-3,7,1,-4
3/28/15,2014/2015,3,DRY,0,3,0,0,3,3,0,0,0,3,0,N,15.66,,0.07,",,W,2400",,2.5,6.8,",,W,",18.9,",,W,",14,-8,-6.4,",,W",-5,",,W",,,310,",,W",40.9,",,W",,,,,,,,,,,,,,,,,
3/29/15,2014/2015,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,23.26,,0,",,W,2400",,0,6.8,",,W,",18.1,",,W,",18,4,-3.2,",,W",-4,",,W",,,250,",,W",46.1,",,W",,,,,,,,,,,,,,,,,
3/30/15,2014/2015,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,52.79,,0.2,",,W,2400",,2.4,8.9,",,W,",18.1,",,W,",16,-2,-5.8,",,W",11,",,W",,,300,",,W",79,",,W",,,,,,,,,,,,,,,,,
3/31/15,2014/2015,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,46.75,,0.34,",,W,2400",,2,7.8,",,W,",20,",,Z,",12,-4,-7.8,",,W",4,",,W",,,320,",,W",89.9,",,W",,,,,,,,,,,,,,,,,
4/1/15,2014/2015,,,0,0,,,,,,,,,,,49.88,,0,",,W,2400",,0,6.9,",,W,",20,",,Z,",7,-5,-9.4,",,W",-3,",,W",,,310,",,W",72,",,W",,,,,,,,,,,,,,,,,
4/2/15,2014/2015,,,0,0,,,,,,,,,,,52.12,,0.11,",,W,2400",,0.6,5,",,W,",18.9,",,W,",34,27,20.6,",,W",5,",,W",,,260,",,W",82.1,",,W",CLR,,,,,,,,175,2,-10,-5,-5,-8,-1,,-11
4/3/15,2014/2015,,,0,0,,,,,,,,,,,42.95,,0.12,",,W,2400",,0,5,",,W,",16.9,",,W,",35,1,17.6,",,W",25,",,W",,,290,",,W",89,",,W",OVC,R,,,,1,,,170,5,0,0,0,4,6,7,-7
4/4/15,2014/2015,,,0,0,,,,,,,,,,,53.02,,0.68,",,W,2400",,7.9,10.5,",,W,",18.1,",,W,",31,-4,10.2,",,W",1,",,W",,,320,",,W",98,",,W",OVC,S,nd,3,5,4,166,,167,6,0,0,0,1,8,2,1
4/5/15,2014/2015,,,0,0,,,,,,,,,,,42.95,,0.34,",,W,2400",,3.9,12.4,",,W,",20.1,",,W,",9,-22,-14.8,",,W",0,",,W",,,310,",,W",78.1,",,W",OVC,S-1,st 1-2,5,3.5,3,70,,175,-3,-8,-4,-2,-10,0,-8,-10
4/6/15,2014/2015,,,0,0,,,,,,,,,,,40.94,,0.8,",,W,2400",,8.3,20.7,",,W,",20.1,",,W,",24,15,0.8,",,W",5,",,W",,,270,",,W",68,",,W",FEW,,,2.5,2,1.2,80,8,175,2.5,-9,-5,-4,-9,-5,-5,-10
4/7/15,2014/2015,,,0,0,,,,,,,,,,,33.11,,0.33,",,W,2400",,2.2,22.3,",,W,",24,",,W,",23,-1,-3.6,",,W",13,",,W",,,290,",,W",57.9,",,W",OVC,S-1,sd 2-3,14,17,13.8,,,187,2,-2,-2,-3,-3,-3,2,-9
4/8/15,2014/2015,,,0,0,,,,,,,,,,,13.42,,0.33,",,W,2400",,5.4,27.7,",,W,",22.8,",,W,",30,7,5.6,",,W",13,",,W",,,160,",,W",35.1,",,W",FEW,,,,,,,11,179,8,-16,-10,-5,-13,5,8,-13
4/9/15,2014/2015,,,0,0,,,,,,,,,,,18.12,,0.13,",,W,2400",,1.3,21.1,",,W,",28,",,W,",30,0,6.6,",,W",14,",,W",,,200,",,W",49,",,W",OVC,S1,nd 2-3,12,12,11,100,,190,1,-5,-6,-5,-6,4,-1,-14
4/10/15,2014/2015,,,0,0,,,,,,,,,,,58.61,,0.31,",,W,2400",,0.1,17.3,",,W,",27.2,",,W,",44,14,20.8,",,W",22,",,W",,,290,",,W",104,",,W",X,rl,,0.5,,3.6,,,187,3,-1,-2,-2,-1,1,-3,-8
4/11/15,2014/2015,,,0,0,,,,,,,,,,,77.4,,0,"T,,W,2400",,0,9,"T,,W,",15,",,W,",23,-21,-7.2,",,W",14,",,W",,,310,",,W",118.1,",,W",BKN,,,,,2.5,,,173,14,-2,-1,-1,-2,10,9,-2
4/12/15,2014/2015,1,WET,1,0,1,1,0,0,0,0,0,0,0,Y,48.99,,0,",,W,2400",,0,6.8,",,W,",15,",,W,",31,8,1,",,W",16,",,W",,,310,",,W",74,",,W",CLR,,,,,,,,171,2,-5,-4,-2.5,-3,-3,-13,-6
4/13/15,2014/2015,1,WET,1,0,1,1,0,0,0,0,0,0,0,N,28.86,,0,",,W,2400",,0,1.4,",,W,",15,",,W,",41,10,9.4,",,W",29,",,W",,,240,",,W",87.9,",,W",CLR,,,,,,,,165,6,1,0,0,4,8,11,-2
4/14/15,2014/2015,1,WET,1,0,1,0,0,0,0,0,0,0,0,N,55.7,,0.25,",,W,2400",,0.1,0.2,",,W,",11.8,",,W,",40,-1,6.2,",,W",21,",,W",,,290,",,W",99.1,",,W",BKN,,,,,2.5,,,158,7,1,0,0,1,11,3,0
4/15/15,2014/2015,1,WET,1,0,1,0,0,0,0,0,0,0,0,Y,45.41,,0,",,W,2400",,0,0.1,",,W,",11.8,",,W,",25,-15,-10.8,",,W",19,",,W",,,300,",,W",84.1,",,W",CLR,,,,,,,,154,4,-1,0,0,0,15,4,-1
4/16/15,2014/2015,1,WET,1,0,1,0,0,0,0,0,0,0,0,Y,35.57,,0,",,W,2400",,0,0.1,",,W,",11,",,W,",40,15,8,",,W",19,",,W",,,280,",,W",59.9,",,W",CLR,,,,,,,,150,4,-2,-2,-1,0,7,-8,-3
4/17/15,2014/2015,1,WET,1,0,1,0,0,0,0,0,0,0,0,Y,51,,0.27,",,W,2400",,0.7,0.8,",,W,",11,",,W,",35,-5,-0.4,",,W",28,",,W",,,280,",,W",72,",,W",OVC,rl,,,,,,,145,5,0,0,0,2,12,5,0
4/18/15,2014/2015,2,BOTH,2,2,2,0,2,0,0,0,0,0,0,Y,39.15,,0.95,",,W,2400",,4.6,5.4,",,W,",9.1,",,W,",33,-2,-3.2,",,W",19,",,W",,,320,",,W",86.1,",,W",CLR,,,,,4.3,,,140,5,0,0,0,-1,11,-1,-1
4/19/15,2014/2015,1,WET,1,0,1,0,0,0,0,0,0,0,0,N,23.94,,0.2,",,W,2400",,1.4,6.7,",,W,",13,",,W,",30,-3,-4.6,",,W",17,",,W",,,350,",,W",76.1,",,W",SCT,,,2,5,15.3,250,2,142,-2,-3,-1,0,-3,12,1,-4
4/20/15,2014/2015,1,WET,1,0,1,1,0,0,0,0,0,0,0,N,52.79,,0.85,",,W,2400",,3.3,10,",,W,",11,",,W,",30,0,-2.6,",,W",16,",,W",,,140,",,W",99.1,",,W",BKN,,,,,,,,138,4,-2,-1,-1,0,6,-6,-5
4/21/15,2014/2015,3,WET,3,0,3,3,0,0,0,0,0,0,0,N,38.03,,0.46,",,W,2400",,0.2,10.2,",,W,",11,",,W,",38,8,4.4,",,W",21,",,W",,,150,",,W",66,",,W",OVC,rl,,2.5,10.5,46,420,2.5,139,1.5,0,0,0,1,1,-5,-3
4/22/15,2014/2015,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,31.54,,0.46,",,W,2400",,2.6,12.1,",,W,",9.1,",,W,",30,-8,-3.2,",,W",20,",,W",,,160,",,W",53,",,W",BKN,,,,,1.5,,,136,3,-1,0,0,0,8,7,-1
4/23/15,2014/2015,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,39.82,,0.69,",,W,2400",,4.1,11.6,",,W,",13,",,W,",21,-9,-11.2,",,W",11,",,W",,,260,",,W",62,",,W",X,S-1,sd<1,3.5,6.5,11.3,185,,138,1.5,-1.5,-1,0,-4,5,-3,-4
4/24/15,2014/2015,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,51.9,,0.42,",,W,2400",,2.6,12.8,",,W,",15,",,W,",14,-7,-15.8,",,W",8,",,W",,,310,",,W",74,",,W",BKN,S2,gp/sd 1-2,7,7.5,,107,,144,1,-4,-2,0,-7,-1,-6,-7
4/25/15,2014/2015,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,44.07,,0.02,",,W,2400",,0.3,9.8,",,W,",16.1,",,W,",20,6,-6.6,",,W",8,",,W",,,320,",,W",81,",,W",X,,,,3,1,,,146,0,-6,-2,-1,-8,-2,-1,-9
4/26/15,2014/2015,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,32.21,,0.12,",,W,2400",,0.9,10.5,",,W,",16.1,",,W,",27,7,2.4,",,W",19,",,W",,,340,",,W",48.1,",,W",SCT,,,,,0,,,143,3,-2,-1,-1,-2,0,2,-5
4/27/15,2014/2015,2,BOTH,2,2,2,2,2,0,0,0,0,0,0,N,40.04,,0.31,",,W,2400",,3.1,11,",,W,",16.9,",,W,",27,0,4.6,",,W",20,",,W",,,30,",,W",74.9,",,W",SCT,,,1.4,1,1.5,71,1.4,140,3,-1,0,0,-1,3,3,-2
4/28/15,2014/2015,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,45.63,,0.04,",,W,2400",,0.4,7.3,",,W,",18.9,",,W,",29,2,7.2,",,W",18,",,W",,,360,",,W",89,",,W",BKN,S-1,"rn.5, NI 1 *",1,1,2.3,100,,140,0,-1,0,0,-2,7,4,-2
4/29/15,2014/2015,2,WET,2,0,2,2,0,0,0,0,0,0,0,N,27.07,,0.05,",,W,2400",,0.6,5.3,",,W,",18.9,",,W,",30,1,6.6,",,W",23,",,W",,,360,",,W",67.1,",,W",BKN,,,,,,,,138,2,0,0,0,2,7,0,0
4/30/15,2014/2015,2,WET,2,0,2,2,0,0,0,0,0,0,0,N,14.54,,0.05,",,W,2400",,0.4,5.4,",,W,",18.9,",,W,",33,3,6.4,",,W",24,",,W",,,20,",,W",29.1,",,W",FEW,,,,,1.25,,,135,3,1,0,0,-1,6,-1,-1
5/1/15,2014/2015,2,WET,2,0,0,2,0,0,0,0,0,0,0,N,17.9,,0,",,W,2400",,0,4.5,",,W,",18.9,",,W,",33,0,3.8,",,W",27,",,W",,,350,",,W",31.1,",,W",X,,,,,1,,,130,5,0,0,0,0,8,2,0
5/2/15,2014/2015,1,WET,1,0,1,1,0,0,0,0,0,0,0,N,16.78,,0,",,W,2400",,0,1.4,",,W,",18.1,",,W,",41,8,10.6,",,W",29,",,W",,,290,",,W",33.1,",,W",,,,,,,,,,,,,,,,,
5/3/15,2014/2015,1,WET,1,0,1,1,0,0,0,0,0,0,0,N,18.34,,0,"T,,W,2400",,0,1,"T,,W,",15,",,W,",44,3,10.8,",,W",34,",,W",,,320,",,W",31.1,",,W",,,,,,,,,,,,,,,,,
5/4/15,2014/2015,1,WET,1,0,1,0,0,0,0,0,0,0,0,N,31.99,,0.01,",,W,2400",,0,0.4,",,W,",11,",,W,",50,6,13.8,",,W",38,",,W",,,290,",,W",70,",,W",,,,,,,,,,,,,,,,,
5/5/15,2014/2015,1,WET,1,0,1,1,0,0,0,0,0,0,0,N,47.87,,0.18,",,W,2400",,0,0,",,W,",5.1,",,W,",41,-9,0.8,",,W",28,",,W",,,270,",,W",86.1,",,W",,,,,,,,,,,,,,,,,
5/6/15,2014/2015,1,WET,1,0,1,0,0,0,0,0,0,0,0,N,39.82,,0,",,W,2400",,0,0,",,W,",3.9,",,W,",45,4,3.2,",,W",29,",,W",,,310,",,W",61.1,",,W",,,,,,,,,,,,,,,,,
5/7/15,2014/2015,1,WET,1,0,1,0,0,0,0,0,0,0,0,N,38.92,,0,",,W,2400",,0,0,",,W,",3.9,",,W,",51,6,6.8,",,W",36,",,W",,,320,",,W",59.1,",,W",,,,,,,,,,,,,,,,,
5/8/15,2014/2015,1,WET,1,0,1,0,0,0,0,0,0,0,0,N,15.88,,0,",,W,2400",,0,0,",,W,",3.1,",,W,",55,4,8.8,",,W",45,",,W",,,310,",,W",34,",,W",,,,,,,,,,,,,,,,,
5/9/15,2014/2015,1,WET,1,0,1,0,0,0,0,0,0,0,0,N,26.17,,0,",,W,2400",,0,0,",,W,",2,",,W,",57,2,8.6,",,W",46,",,W",,,250,",,W",42.9,",,W",,,,,,,,,,,,,,,,,
5/10/15,2014/2015,1,WET,1,0,1,0,0,0,0,0,0,0,0,N,33.11,,0.13,",,W,2400",,0,0,",,W,",1.2,",,W,",52,-5,2.2,",,W",47,",,W",,,290,",,W",55,",,W",,,,,,,,,,,,,,,,,
5/11/15,2014/2015,1,WET,1,0,1,0,0,0,0,0,0,0,0,N,35.34,,0.74,",,W,2400",,0,0,",,W,",0,",,W,",51,-1,-1,",,W",45,",,W",,,260,",,W",49,",,W",,,,,,,,,,,,,,,,,
